"Notes"	"Mother's Bridged Race"	"Mother's Bridged Race Code"	"ICD-10 130 Cause List (Infants)"	"ICD-10 130 Cause List (Infants) Code"	"Age of Mother"	"Age of Mother Code"	"Year of Death"	"Year of Death Code"	"State"	"State Code"	Deaths	Births	Death Rate
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2015"	"2015"	"Florida"	"12"	37	5289	7.00
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2015"	"2015"	"Georgia"	"13"	33	4509	7.32
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2015"	"2015"	"Illinois"	"17"	15	2481	6.07 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2015"	"2015"	"Maryland"	"24"	24	2883	8.32
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2015"	"2015"	"Michigan"	"26"	10	1770	5.65 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2015"	"2015"	"New York"	"36"	11	4522	2.45 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2015"	"2015"	"Ohio"	"39"	17	2136	8.00 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2015"	"2015"	"Pennsylvania"	"42"	12	1941	6.22 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2015"	"2015"	"South Carolina"	"45"	10	1548	6.46 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2015"	"2015"	"Texas"	"48"	29	5389	5.36
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"Alabama"	"01"	11	1569	7.02 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"California"	"06"	13	3112	4.20 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"Florida"	"12"	32	5458	5.86
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"Georgia"	"13"	30	4741	6.37
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"Illinois"	"17"	14	2521	5.55 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"Maryland"	"24"	21	2972	7.08
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"Michigan"	"26"	15	1741	8.62 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"New York"	"36"	23	4613	5.01
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"North Carolina"	"37"	13	2699	4.82 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"Ohio"	"39"	21	2166	9.73
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2016"	"2016"	"Texas"	"48"	25	5545	4.47
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"California"	"06"	12	3204	3.84 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"Florida"	"12"	22	5636	3.92
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"Georgia"	"13"	35	4697	7.48
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"Illinois"	"17"	16	2564	6.24 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"Louisiana"	"22"	12	2097	5.72 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"Maryland"	"24"	22	3044	7.23
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"Michigan"	"26"	21	1754	11.99
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"New York"	"36"	21	4572	4.60
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"North Carolina"	"37"	17	2829	6.01 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"Ohio"	"39"	22	2346	9.38
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"Pennsylvania"	"42"	14	2130	6.57 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"Texas"	"48"	29	5665	5.04
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2017"	"2017"	"Virginia"	"51"	13	2446	5.36 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"California"	"06"	15	3182	4.79 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"Florida"	"12"	31	5767	5.38
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"Georgia"	"13"	28	4625	6.06
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"Illinois"	"17"	15	2486	6.04 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"Louisiana"	"22"	13	2146	6.06 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"Maryland"	"24"	22	2956	7.47
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"New Jersey"	"34"	10	1817	5.53 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"New York"	"36"	15	4428	3.40 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"North Carolina"	"37"	11	3042	3.63 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"Ohio"	"39"	16	2337	6.87 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"Pennsylvania"	"42"	12	2080	5.79 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"South Carolina"	"45"	10	1688	5.93 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"Texas"	"48"	26	5809	4.51
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2018"	"2018"	"Virginia"	"51"	10	2469	4.05 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Alabama"	"01"	12	1766	6.80 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"California"	"06"	11	3270	3.40 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Florida"	"12"	40	5818	6.88
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Georgia"	"13"	25	4959	5.05
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Illinois"	"17"	22	2541	8.69
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Louisiana"	"22"	12	2108	5.69 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Maryland"	"24"	19	2896	6.56 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Michigan"	"26"	15	1991	7.59 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"New York"	"36"	19	4383	4.36 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"North Carolina"	"37"	19	3088	6.15 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Ohio"	"39"	23	2545	9.04
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Pennsylvania"	"42"	10	2150	4.65 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Texas"	"48"	37	5623	6.57
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"30-34 years"	"30-34"	"2019"	"2019"	"Virginia"	"51"	12	2519	4.78 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2007"	"2007"	"California"	"06"	11	1574	6.74 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2007"	"2007"	"Florida"	"12"	17	2202	7.72 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2007"	"2007"	"Georgia"	"13"	18	2041	8.88 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2007"	"2007"	"Maryland"	"24"	16	1510	10.60 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2007"	"2007"	"New York"	"36"	19	2665	7.24 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2007"	"2007"	"Texas"	"48"	17	1675	10.24 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2007"	"2007"	"Virginia"	"51"	14	972	14.46 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2008"	"2008"	"California"	"06"	12	1577	7.89 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2008"	"2008"	"Florida"	"12"	19	2163	8.79 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2008"	"2008"	"Georgia"	"13"	16	2028	7.98 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2008"	"2008"	"Illinois"	"17"	13	1066	12.38 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2008"	"2008"	"New York"	"36"	21	2515	8.37
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2008"	"2008"	"North Carolina"	"37"	15	1065	14.12 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2008"	"2008"	"Pennsylvania"	"42"	10	863	11.60 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2008"	"2008"	"Texas"	"48"	11	1725	6.23 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2009"	"2009"	"Florida"	"12"	21	2141	9.82
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2009"	"2009"	"Georgia"	"13"	18	1968	9.17 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2009"	"2009"	"Maryland"	"24"	15	1465	10.27 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2009"	"2009"	"New York"	"36"	14	2615	5.40 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2009"	"2009"	"Texas"	"48"	12	1767	6.64 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2010"	"2010"	"California"	"06"	10	1523	6.74 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2010"	"2010"	"Florida"	"12"	14	2228	6.29 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2010"	"2010"	"Maryland"	"24"	15	1540	9.74 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2010"	"2010"	"New York"	"36"	14	2492	5.63 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2010"	"2010"	"Texas"	"48"	16	1857	8.52 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2011"	"2011"	"Florida"	"12"	10	2234	4.48 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2011"	"2011"	"Georgia"	"13"	15	1990	7.59 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2011"	"2011"	"Maryland"	"24"	19	1469	12.94 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2011"	"2011"	"New York"	"36"	19	2573	7.41 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2011"	"2011"	"North Carolina"	"37"	10	1123	8.94 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2011"	"2011"	"Ohio"	"39"	13	762	17.42 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2012"	"2012"	"Alabama"	"01"	11	534	20.60 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2012"	"2012"	"Florida"	"12"	11	2296	4.81 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2012"	"2012"	"Georgia"	"13"	15	1984	7.70 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2012"	"2012"	"Maryland"	"24"	13	1538	8.48 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2012"	"2012"	"New York"	"36"	13	2606	5.01 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2012"	"2012"	"Texas"	"48"	11	1873	5.63 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2013"	"2013"	"Florida"	"12"	14	2388	5.86 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2013"	"2013"	"Georgia"	"13"	20	2108	9.54
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2013"	"2013"	"Illinois"	"17"	12	1136	10.56 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2013"	"2013"	"Maryland"	"24"	12	1462	8.21 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2013"	"2013"	"Texas"	"48"	12	1977	5.94 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2014"	"2014"	"Florida"	"12"	20	2617	7.66
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2014"	"2014"	"Georgia"	"13"	16	2270	7.07 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2014"	"2014"	"Maryland"	"24"	13	1610	8.07 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2014"	"2014"	"New Jersey"	"34"	10	1086	9.40 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2014"	"2014"	"New York"	"36"	11	2808	3.92 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2014"	"2014"	"Texas"	"48"	19	2320	8.37 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2015"	"2015"	"Florida"	"12"	10	2768	3.61 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2015"	"2015"	"Georgia"	"13"	13	2363	5.50 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2015"	"2015"	"Maryland"	"24"	15	1650	9.09 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2015"	"2015"	"New York"	"36"	15	2815	5.38 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2015"	"2015"	"North Carolina"	"37"	14	1323	10.60 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2015"	"2015"	"Texas"	"48"	12	2598	4.78 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2016"	"2016"	"Florida"	"12"	19	2877	6.60 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2016"	"2016"	"Georgia"	"13"	19	2410	7.93 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2016"	"2016"	"North Carolina"	"37"	10	1423	7.03 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2016"	"2016"	"Pennsylvania"	"42"	13	950	13.68 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2016"	"2016"	"Texas"	"48"	14	2783	5.20 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2017"	"2017"	"Florida"	"12"	16	3093	5.19 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2017"	"2017"	"Georgia"	"13"	14	2650	5.30 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2017"	"2017"	"Maryland"	"24"	13	1828	7.11 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2017"	"2017"	"New York"	"36"	11	2899	3.80 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2017"	"2017"	"Ohio"	"39"	10	1126	8.90 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2017"	"2017"	"Pennsylvania"	"42"	11	1007	10.92 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2018"	"2018"	"Florida"	"12"	15	3228	4.65 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2018"	"2018"	"Georgia"	"13"	21	2619	8.06
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2018"	"2018"	"Illinois"	"17"	14	1368	10.24 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2018"	"2018"	"Maryland"	"24"	12	1918	6.28 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2018"	"2018"	"New York"	"36"	12	3026	3.98 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2019"	"2019"	"California"	"06"	10	1937	5.22 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2019"	"2019"	"Florida"	"12"	16	3270	4.89 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2019"	"2019"	"Georgia"	"13"	17	2753	6.19 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2019"	"2019"	"New York"	"36"	11	2942	3.76 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2019"	"2019"	"North Carolina"	"37"	13	1520	8.55 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2019"	"2019"	"Ohio"	"39"	12	1164	10.32 (Unreliable)
	"Black or African American"	"2054-5"	"Certain conditions originating in the perinatal period (P00-P96)"	"GR130-070"	"35-39 years"	"35-39"	"2019"	"2019"	"Texas"	"48"	23	3080	7.56
	"Black or African American"	"2054-5"	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	"GR130-071"	"20-24 years"	"20-24"	"2007"	"2007"	"Florida"	"12"	11	8155	1.35 (Unreliable)
